,Station Names,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period
11477,Khulna,2013,11,32.6,18.2,0,75,1.1,0.8,8.1,41947,456632.4,521635.7,22.8,89.58,4,2013.11
11543,Khulna,2013,12,29.5,15,0,79,1.3,0.7,6.3,41947,456632.4,521635.7,22.8,89.58,4,2013.12
11572,Kutubdia,2013,1,28.6,13.5,0,81,0.9,0.4,7.5,41989,690250.3,414997.4,21.83,91.84,6,2013.01
11601,Kutubdia,2013,2,30,17.5,1,81,1.4,1.3,8.3,41989,690250.3,414997.4,21.83,91.84,6,2013.02
11630,Kutubdia,2013,3,32,21.3,0,81,1.2,1,8.3,41989,690250.3,414997.4,21.83,91.84,6,2013.03
11659,Kutubdia,2013,4,33.4,24.3,85,88,1.6,2.5,7.7,41989,690250.3,414997.4,21.83,91.84,6,2013.04
11688,Kutubdia,2013,5,34.5,24.6,1088,88,2.4,6.2,4.1,41989,690250.3,414997.4,21.83,91.84,6,2013.05
11717,Kutubdia,2013,6,34,25.6,1058,90,1.8,6.2,5.8,41989,690250.3,414997.4,21.83,91.84,6,2013.06
11746,Kutubdia,2013,7,33.6,25.1,818,89,2.2,6.4,5.2,41989,690250.3,414997.4,21.83,91.84,6,2013.07
11775,Kutubdia,2013,8,33,25.3,642,89,2,6.4,3.7,41989,690250.3,414997.4,21.83,91.84,6,2013.08
11804,Kutubdia,2013,9,33.8,24.8,296,89,1.7,6,5.3,41989,690250.3,414997.4,21.83,91.84,6,2013.09
11833,Kutubdia,2013,10,34.5,23.8,215,90,1.4,5.1,3.8,41989,690250.3,414997.4,21.83,91.84,6,2013.1
11862,Kutubdia,2013,11,31.5,19,0,77,1.4,0.9,8.2,41989,690250.3,414997.4,21.83,91.84,6,2013.11
11891,Kutubdia,2013,12,29.5,15.8,0,77,1.1,0.4,7.3,41989,690250.3,414997.4,21.83,91.84,6,2013.12
12024,Madaripur,2013,1,28.4,10,0,79,0.5,0.4,6.3,41939,518762.7,561770.3,23.17,90.18,5,2013.01
12061,Madaripur,2013,2,32.2,14.7,6,73,0.5,1,7.7,41939,518762.7,561770.3,23.17,90.18,5,2013.02
12098,Madaripur,2013,3,36,20.4,15,71,0.1,1.4,8.1,41939,518762.7,561770.3,23.17,90.18,5,2013.03
12135,Madaripur,2013,4,36.6,23.5,29,76,0.7,2.6,7.8,41939,518762.7,561770.3,23.17,90.18,5,2013.04
12172,Madaripur,2013,5,37.3,24.1,751,86,0.9,6,3.6,41939,518762.7,561770.3,23.17,90.18,5,2013.05
12209,Madaripur,2013,6,36,26.4,199,84,0.3,4.7,5.5,41939,518762.7,561770.3,23.17,90.18,5,2013.06
12246,Madaripur,2013,7,35.6,26.3,309,86,0.6,5.4,5.1,41939,518762.7,561770.3,23.17,90.18,5,2013.07
12283,Madaripur,2013,8,34.2,26,274,87,0.4,5.6,4.7,41939,518762.7,561770.3,23.17,90.18,5,2013.08
12320,Madaripur,2013,9,35.5,25.9,365,87,0.1,4.9,4.4,41939,518762.7,561770.3,23.17,90.18,5,2013.09
12357,Madaripur,2013,10,34.7,24,200,86,0.3,4.6,5.1,41939,518762.7,561770.3,23.17,90.18,5,2013.1
12394,Madaripur,2013,11,32.3,18,4,78,0.1,0.5,8.4,41939,518762.7,561770.3,23.17,90.18,5,2013.11
12431,Madaripur,2013,12,29.7,13.1,0,82,0,0.5,6,41939,518762.7,561770.3,23.17,90.18,5,2013.12
12494,Maijdee Court,2013,1,28.5,12.5,0,73,3.1,0.4,6.2,41953,610851.8,524433.6,22.83,91.08,6,2013.01
12557,Maijdee Court,2013,2,33.5,16.8,8,68,3.9,1.7,7.5,41953,610851.8,524433.6,22.83,91.08,6,2013.02
12620,Maijdee Court,2013,3,36,21.2,4,71,3.5,2,7.9,41953,610851.8,524433.6,22.83,91.08,6,2013.03
12683,Maijdee Court,2013,4,36,24,65,75,3.5,3.4,7.4,41953,610851.8,524433.6,22.83,91.08,6,2013.04
12746,Maijdee Court,2013,5,35,24.7,671,86,5.6,7,2.7,41953,610851.8,524433.6,22.83,91.08,6,2013.05
12809,Maijdee Court,2013,6,36.6,26.9,658,82,3.9,6.1,5.6,41953,610851.8,524433.6,22.83,91.08,6,2013.06
12872,Maijdee Court,2013,7,35,26.5,482,86,5.3,6.7,4.3,41953,610851.8,524433.6,22.83,91.08,6,2013.07
12935,Maijdee Court,2013,8,34,26.2,583,87,4.4,7,3.3,41953,610851.8,524433.6,22.83,91.08,6,2013.08
12998,Maijdee Court,2013,9,35,26.3,355,86,3.1,6.1,4,41953,610851.8,524433.6,22.83,91.08,6,2013.09
13061,Maijdee Court,2013,10,34.2,25,218,85,3.4,5.3,5.2,41953,610851.8,524433.6,22.83,91.08,6,2013.1
13124,Maijdee Court,2013,11,32,20.2,0,77,3.3,1.3,8.3,41953,610851.8,524433.6,22.83,91.08,6,2013.11
13187,Maijdee Court,2013,12,29.2,16.2,0,81,2.5,1.1,5.1,41953,610851.8,524433.6,22.83,91.08,6,2013.12
13212,Mongla,2013,1,28.8,12.4,0,74,0.9,0.5,6.7,41958,452007.3,499110.5,22.43,89.66,4,2013.01
13237,Mongla,2013,2,33.2,16.1,5,68,1.9,1.6,7.7,41958,452007.3,499110.5,22.43,89.66,4,2013.02
13262,Mongla,2013,3,37.2,21.5,2,70,1.9,1.7,8.5,41958,452007.3,499110.5,22.43,89.66,4,2013.03
13287,Mongla,2013,4,38.6,24.6,28,73,2.9,2.9,8.1,41958,452007.3,499110.5,22.43,89.66,4,2013.04
13312,Mongla,2013,5,39,25.3,359,84,3.7,6.1,4.4,41958,452007.3,499110.5,22.43,89.66,4,2013.05
13337,Mongla,2013,6,36,26.7,244,86,2.4,5.4,4.4,41958,452007.3,499110.5,22.43,89.66,4,2013.06
13362,Mongla,2013,7,34.2,26.7,401,87,2.9,5.8,4.7,41958,452007.3,499110.5,22.43,89.66,4,2013.07
13387,Mongla,2013,8,34.7,26.4,287,88,2.4,5.9,3.9,41958,452007.3,499110.5,22.43,89.66,4,2013.08
13412,Mongla,2013,9,35.8,26.2,219,87,1.8,5.5,4.7,41958,452007.3,499110.5,22.43,89.66,4,2013.09
13437,Mongla,2013,10,34.5,24.6,286,88,1.9,5,4.7,41958,452007.3,499110.5,22.43,89.66,4,2013.1
13462,Mongla,2013,11,31.8,19,0,77,1.6,1.2,8.1,41958,452007.3,499110.5,22.43,89.66,4,2013.11
13487,Mongla,2013,12,29.2,15.7,0,79,1.7,0.6,6.5,41958,452007.3,499110.5,22.43,89.66,4,2013.12
13553,Mymensingh,2013,1,28,10.5,0,78,0.8,0.7,4.1,41886,540975.3,737535.8,24.75,90.41,19,2013.01
13619,Mymensingh,2013,2,32.5,15.5,18,71,1.4,1.3,6.7,41886,540975.3,737535.8,24.75,90.41,19,2013.02
13685,Mymensingh,2013,3,35,19.6,21,75,2.3,1.4,6.9,41886,540975.3,737535.8,24.75,90.41,19,2013.03
13751,Mymensingh,2013,4,35.6,22.4,69,77,2.3,3.2,5.2,41886,540975.3,737535.8,24.75,90.41,19,2013.04
13817,Mymensingh,2013,5,35.5,23.8,308,84,3,6.8,3.9,41886,540975.3,737535.8,24.75,90.41,19,2013.05
13883,Mymensingh,2013,6,36.4,26.4,267,83,1.8,6.1,4.9,41886,540975.3,737535.8,24.75,90.41,19,2013.06
13949,Mymensingh,2013,7,34.3,26.8,318,84,2.2,6.7,3.9,41886,540975.3,737535.8,24.75,90.41,19,2013.07
14015,Mymensingh,2013,8,34.8,26.2,343,85,2.4,6.8,3.7,41886,540975.3,737535.8,24.75,90.41,19,2013.08
14081,Mymensingh,2013,9,36.5,26.2,132,85,1.5,6.1,4.4,41886,540975.3,737535.8,24.75,90.41,19,2013.09
14147,Mymensingh,2013,10,34.2,23.6,263,86,1.2,4.5,5.1,41886,540975.3,737535.8,24.75,90.41,19,2013.1
14213,Mymensingh,2013,11,32,16.1,0,81,0.6,0.8,7.3,41886,540975.3,737535.8,24.75,90.41,19,2013.11
14279,Mymensingh,2013,12,30.8,13.6,0,82,1,1.2,3.1,41886,540975.3,737535.8,24.75,90.41,19,2013.12
14320,Patuakhali,2013,1,29.5,11.7,1,78,2.4,0.5,6.8,41960,534986.1,472575.7,22.36,90.34,3,2013.01
14361,Patuakhali,2013,2,33.5,15.5,4,72,2.5,1.4,8,41960,534986.1,472575.7,22.36,90.34,3,2013.02
14402,Patuakhali,2013,3,36.5,20.6,0,73,2.1,2,8.3,41960,534986.1,472575.7,22.36,90.34,3,2013.03
14443,Patuakhali,2013,4,37.2,24,27,78,2.1,3.1,8.5,41960,534986.1,472575.7,22.36,90.34,3,2013.04
14484,Patuakhali,2013,5,38,25,637,88,4,6.8,3.8,41960,534986.1,472575.7,22.36,90.34,3,2013.05
14525,Patuakhali,2013,6,36,26.6,333,87,2.1,5.4,5.1,41960,534986.1,472575.7,22.36,90.34,3,2013.06
14566,Patuakhali,2013,7,33.6,26.2,552,90,2.3,6.2,4.8,41960,534986.1,472575.7,22.36,90.34,3,2013.07
14607,Patuakhali,2013,8,34.6,26.1,411,90,2,6.2,3.6,41960,534986.1,472575.7,22.36,90.34,3,2013.08
14648,Patuakhali,2013,9,35.6,25.8,412,91,1.7,5.7,4.5,41960,534986.1,472575.7,22.36,90.34,3,2013.09
14689,Patuakhali,2013,10,34.6,24.4,281,89,1.8,4.9,4.6,41960,534986.1,472575.7,22.36,90.34,3,2013.1
14730,Patuakhali,2013,11,32,18.7,0,80,2,1.4,8.4,41960,534986.1,472575.7,22.36,90.34,3,2013.11
14771,Patuakhali,2013,12,30.2,14.9,0,82,1.5,0.9,6.7,41960,534986.1,472575.7,22.36,90.34,3,2013.12
14821,Rajshahi,2013,1,27,9.3,0,79,1.7,0.7,5.3,41895,353944.9,693386.6,24.35,88.56,20,2013.01
14871,Rajshahi,2013,2,32.8,13.6,22,74,2.2,1.4,7.9,41895,353944.9,693386.6,24.35,88.56,20,2013.02
14921,Rajshahi,2013,3,37.4,18.2,12,65,2.2,0.8,8.3,41895,353944.9,693386.6,24.35,88.56,20,2013.03
14971,Rajshahi,2013,4,41.2,22.6,51,63,2.3,2.1,7.6,41895,353944.9,693386.6,24.35,88.56,20,2013.04
15021,Rajshahi,2013,5,40.5,24.8,188,80,2.8,5.5,4.3,41895,353944.9,693386.6,24.35,88.56,20,2013.05
15071,Rajshahi,2013,6,37.4,26.5,178,83,2,5.1,5.9,41895,353944.9,693386.6,24.35,88.56,20,2013.06
15121,Rajshahi,2013,7,36.7,26.7,101,84,2.6,5.4,5.7,41895,353944.9,693386.6,24.35,88.56,20,2013.07
15171,Rajshahi,2013,8,36.6,26.3,254,87,2.3,6,4.2,41895,353944.9,693386.6,24.35,88.56,20,2013.08
15221,Rajshahi,2013,9,37.9,26.3,238,84,1.6,5.1,6.2,41895,353944.9,693386.6,24.35,88.56,20,2013.09
15271,Rajshahi,2013,10,34.8,23.4,204,87,2.4,4.3,5.2,41895,353944.9,693386.6,24.35,88.56,20,2013.1
15321,Rajshahi,2013,11,32,16.2,0,77,2.3,0.7,8,41895,353944.9,693386.6,24.35,88.56,20,2013.11
15371,Rajshahi,2013,12,29.3,12.7,0,81,1.8,0.6,4.7,41895,353944.9,693386.6,24.35,88.56,20,2013.12
15428,Rangamati,2013,1,30,10.4,0,75,1.2,0.4,7.9,41966,725903.3,508021.9,22.67,92.2,63,2013.01
15485,Rangamati,2013,2,35,14.6,2,63,1.7,1.4,8.3,41966,725903.3,508021.9,22.67,92.2,63,2013.02
15542,Rangamati,2013,3,37,18.9,2,64,1.7,1.9,8.2,41966,725903.3,508021.9,22.67,92.2,63,2013.03
15599,Rangamati,2013,4,37.5,22.7,83,69,2.3,2.6,8.4,41966,725903.3,508021.9,22.67,92.2,63,2013.04
15656,Rangamati,2013,5,35.5,23.7,435,80,2.1,5.9,3.8,41966,725903.3,508021.9,22.67,92.2,63,2013.05
15713,Rangamati,2013,6,36,25.4,280,83,1.6,5.5,5.3,41966,725903.3,508021.9,22.67,92.2,63,2013.06
15770,Rangamati,2013,7,35.5,24.9,274,84,1.6,5.4,5,41966,725903.3,508021.9,22.67,92.2,63,2013.07
15827,Rangamati,2013,8,34,25,200,86,1.8,5.6,3.7,41966,725903.3,508021.9,22.67,92.2,63,2013.08
15884,Rangamati,2013,9,35.4,24.4,476,84,1,5.5,5.6,41966,725903.3,508021.9,22.67,92.2,63,2013.09
15941,Rangamati,2013,10,34.5,23.1,198,87,1.2,4.8,5.9,41966,725903.3,508021.9,22.67,92.2,63,2013.1
15998,Rangamati,2013,11,32,17.8,0,82,1.1,1.9,8.3,41966,725903.3,508021.9,22.67,92.2,63,2013.11
16055,Rangamati,2013,12,30.4,14.5,0,82,1.1,1,7.1,41966,725903.3,508021.9,22.67,92.2,63,2013.12
16112,Rangpur,2013,1,26.8,9.1,0,80,1.6,1.1,5.2,41859,426172.9,844822.3,25.72,89.26,34,2013.01
16169,Rangpur,2013,2,31,14.2,14,73,2,1.8,7.4,41859,426172.9,844822.3,25.72,89.26,34,2013.02
16226,Rangpur,2013,3,35.1,18.2,4,66,2.5,1,8.9,41859,426172.9,844822.3,25.72,89.26,34,2013.03
16283,Rangpur,2013,4,35.7,21.4,115,70,2.3,3.6,7,41859,426172.9,844822.3,25.72,89.26,34,2013.04
16340,Rangpur,2013,5,36.8,23.7,383,82,2.6,6.4,4.4,41859,426172.9,844822.3,25.72,89.26,34,2013.05
16397,Rangpur,2013,6,37,26.4,327,81,2.2,6.1,5.4,41859,426172.9,844822.3,25.72,89.26,34,2013.06
16454,Rangpur,2013,7,34.5,26.8,296,81,2.2,6.9,5.1,41859,426172.9,844822.3,25.72,89.26,34,2013.07
16511,Rangpur,2013,8,36,26.2,268,84,2.2,6.6,4.6,41859,426172.9,844822.3,25.72,89.26,34,2013.08
16568,Rangpur,2013,9,35.5,26.1,229,82,2.1,5,6.4,41859,426172.9,844822.3,25.72,89.26,34,2013.09
16625,Rangpur,2013,10,33.4,23.2,280,84,2.2,4.4,5.1,41859,426172.9,844822.3,25.72,89.26,34,2013.1
16682,Rangpur,2013,11,30.4,16.3,0,77,2,0.9,7.7,41859,426172.9,844822.3,25.72,89.26,34,2013.11
16739,Rangpur,2013,12,28.7,13.7,0,81,1.8,1.2,3.6,41859,426172.9,844822.3,25.72,89.26,34,2013.12
16822,Sandwip,2013,1,30.4,11.5,0,74,1.5,0.6,6.8,41964,650012.1,488627.9,22.5,91.46,6,2013.01
16869,Sandwip,2013,2,33.7,15.5,0,69,1.8,1.4,7.9,41964,650012.1,488627.9,22.5,91.46,6,2013.02
16916,Sandwip,2013,3,34.6,20.1,0,77,1.8,1.4,8.3,41964,650012.1,488627.9,22.5,91.46,6,2013.03
16963,Sandwip,2013,4,35.2,24.1,52,77,2.3,3,7.6,41964,650012.1,488627.9,22.5,91.46,6,2013.04
17010,Sandwip,2013,5,33.5,24.6,570,86,2.7,5.7,3,41964,650012.1,488627.9,22.5,91.46,6,2013.05
17057,Sandwip,2013,6,36.1,26.2,560,84,2,5.4,6.3,41964,650012.1,488627.9,22.5,91.46,6,2013.06
17104,Sandwip,2013,7,33.9,25.9,441,86,2.1,5.6,4.9,41964,650012.1,488627.9,22.5,91.46,6,2013.07
17151,Sandwip,2013,8,33.3,25.5,746,88,1.7,6.1,3.3,41964,650012.1,488627.9,22.5,91.46,6,2013.08
17198,Sandwip,2013,9,35.6,25.5,573,88,1.3,5.3,4.1,41964,650012.1,488627.9,22.5,91.46,6,2013.09
17245,Sandwip,2013,10,35.1,24.2,241,87,1,4.9,4.7,41964,650012.1,488627.9,22.5,91.46,6,2013.1
17292,Sandwip,2013,11,32.8,18.4,0,81,1,1.4,8.9,41964,650012.1,488627.9,22.5,91.46,6,2013.11
17339,Sandwip,2013,12,31,15,0,83,1.3,0.9,7.3,41964,650012.1,488627.9,22.5,91.46,6,2013.12
17417,Satkhira,2013,1,28,11.3,5,76,2,0.6,5.7,41946,404211.7,508367.2,22.68,89.07,6,2013.01
17483,Satkhira,2013,2,32.2,15.1,12,72,2.3,1.5,7.3,41946,404211.7,508367.2,22.68,89.07,6,2013.02
17549,Satkhira,2013,3,36.6,20.5,37,71,2.2,1.3,7.9,41946,404211.7,508367.2,22.68,89.07,6,2013.03
17615,Satkhira,2013,4,38,24.4,29,71,2.3,2.4,8.2,41946,404211.7,508367.2,22.68,89.07,6,2013.04
17681,Satkhira,2013,5,37.2,25.4,310,81,2.8,5.5,5.1,41946,404211.7,508367.2,22.68,89.07,6,2013.05
17747,Satkhira,2013,6,36.4,27,245,81,1.7,4.9,5.3,41946,404211.7,508367.2,22.68,89.07,6,2013.06
17813,Satkhira,2013,7,34.6,26.8,266,84,1.7,5.1,4.7,41946,404211.7,508367.2,22.68,89.07,6,2013.07
17879,Satkhira,2013,8,34,26.6,215,85,1.7,5.3,4.2,41946,404211.7,508367.2,22.68,89.07,6,2013.08
17945,Satkhira,2013,9,35.8,26.4,296,85,1.1,4.9,4.8,41946,404211.7,508367.2,22.68,89.07,6,2013.09
18011,Satkhira,2013,10,34.4,24.6,247,86,1.5,4.7,4.6,41946,404211.7,508367.2,22.68,89.07,6,2013.1
18077,Satkhira,2013,11,32,17.9,0,77,1.8,0.8,7.8,41946,404211.7,508367.2,22.68,89.07,6,2013.11
18143,Satkhira,2013,12,28.4,14.6,0,79,1.5,0.6,5.8,41946,404211.7,508367.2,22.68,89.07,6,2013.12
18180,Sitakunda,2013,1,31.4,10,0,76,1,0.3,7.4,41965,668856.2,504500.3,22.64,91.64,4,2013.01
18217,Sitakunda,2013,2,34.7,14.5,0,71,1.5,0.8,8.3,41965,668856.2,504500.3,22.64,91.64,4,2013.02
18254,Sitakunda,2013,3,35.7,19.2,13,76,1.6,1.4,8.2,41965,668856.2,504500.3,22.64,91.64,4,2013.03
18291,Sitakunda,2013,4,35.8,23.5,57,79,1.7,2.4,8.3,41965,668856.2,504500.3,22.64,91.64,4,2013.04
18328,Sitakunda,2013,5,33.9,24.4,470,86,2.7,5.1,3.5,41965,668856.2,504500.3,22.64,91.64,4,2013.05
18365,Sitakunda,2013,6,35.9,25.9,569,86,1.6,4.7,6.2,41965,668856.2,504500.3,22.64,91.64,4,2013.06
18402,Sitakunda,2013,7,34.7,25.7,333,85,2.3,5.3,5.4,41965,668856.2,504500.3,22.64,91.64,4,2013.07
18439,Sitakunda,2013,8,33.7,25.5,390,88,2.5,5.9,4.2,41965,668856.2,504500.3,22.64,91.64,4,2013.08
18476,Sitakunda,2013,9,36.1,25.1,496,87,2.3,5.4,5.4,41965,668856.2,504500.3,22.64,91.64,4,2013.09
18513,Sitakunda,2013,10,35.5,23.7,269,85,1.6,4.9,5.7,41965,668856.2,504500.3,22.64,91.64,4,2013.1
18550,Sitakunda,2013,11,33,17.3,1,79,0.3,0.9,9,41965,668856.2,504500.3,22.64,91.64,4,2013.11
18587,Sitakunda,2013,12,31,13.3,0,81,0.9,0.7,7.4,41965,668856.2,504500.3,22.64,91.64,4,2013.12
18653,Srimangal,2013,1,29,7.5,0,80,2.4,0.2,6.5,41915,675761.6,687095.9,24.29,91.73,23,2013.01
18719,Srimangal,2013,2,33,12.1,9,72,3,1.6,7.5,41915,675761.6,687095.9,24.29,91.73,23,2013.02
18785,Srimangal,2013,3,35.5,17.4,31,67,3.2,1.8,8,41915,675761.6,687095.9,24.29,91.73,23,2013.03
18851,Srimangal,2013,4,37.2,21.3,104,73,3.5,3.3,7.1,41915,675761.6,687095.9,24.29,91.73,23,2013.04
18917,Srimangal,2013,5,34.6,22.6,783,83,3.2,6.3,4.2,41915,675761.6,687095.9,24.29,91.73,23,2013.05
18983,Srimangal,2013,6,36.5,25.5,301,83,2.5,5.8,5.2,41915,675761.6,687095.9,24.29,91.73,23,2013.06
19049,Srimangal,2013,7,35.6,25.5,294,84,2.5,6.5,4.7,41915,675761.6,687095.9,24.29,91.73,23,2013.07
19115,Srimangal,2013,8,35.5,25,420,86,2.4,6.4,3.9,41915,675761.6,687095.9,24.29,91.73,23,2013.08
19181,Srimangal,2013,9,35.6,24.8,241,85,2.2,5.4,4.7,41915,675761.6,687095.9,24.29,91.73,23,2013.09
19247,Srimangal,2013,10,36,22.6,159,85,2,4.2,5.6,41915,675761.6,687095.9,24.29,91.73,23,2013.1
19313,Srimangal,2013,11,32.2,14.2,5,81,1.7,0.6,8.7,41915,675761.6,687095.9,24.29,91.73,23,2013.11
19379,Srimangal,2013,12,31.9,11.6,5,83,1.7,1.5,4.7,41915,675761.6,687095.9,24.29,91.73,23,2013.12
19400,Syedpur,2013,1,27.6,8.7,0,78,2.8,1.2,4.9,41858,0,0,25.75,88.916667,0,2013.01
19421,Syedpur,2013,2,32,14.3,14,69,3.8,1.6,7.2,41858,0,0,25.75,88.916667,0,2013.02
19442,Syedpur,2013,3,36,18,3,65,4.2,0.6,8.6,41858,0,0,25.75,88.916667,0,2013.03
19463,Syedpur,2013,4,36.4,20.9,58,70,4.2,2.9,6.3,41858,0,0,25.75,88.916667,0,2013.04
19484,Syedpur,2013,5,37.3,23.8,206,83,4.3,5.5,4.4,41858,0,0,25.75,88.916667,0,2013.05
19505,Syedpur,2013,6,37.2,26.4,310,82,4.1,5,5.4,41858,0,0,25.75,88.916667,0,2013.06
19526,Syedpur,2013,7,35.2,26.8,245,82,4.5,5.5,4.8,41858,0,0,25.75,88.916667,0,2013.07
19547,Syedpur,2013,8,38.8,26.1,388,85,4.2,5.8,5.4,41858,0,0,25.75,88.916667,0,2013.08
19568,Syedpur,2013,9,36.6,25.9,161,83,4.1,4.4,6,41858,0,0,25.75,88.916667,0,2013.09
19589,Syedpur,2013,10,34.3,22.3,337,84,3.8,3.8,7.7,41858,0,0,25.75,88.916667,0,2013.1
19610,Syedpur,2013,11,30.3,15.8,0,79,3.9,1.1,6.9,41858,0,0,25.75,88.916667,0,2013.11
19631,Syedpur,2013,12,30.2,12.7,0,83,3.5,1.5,3.6,41858,0,0,25.75,88.916667,0,2013.12
19713,Sylhet,2013,1,29.2,11.6,0,74,3.4,1.2,6.7,41891,694533.2,752277.9,24.88,91.93,35,2013.01
19771,Sylhet,2013,2,35,15.9,7,63,3.5,1.8,8,41891,694533.2,752277.9,24.88,91.93,35,2013.02
19829,Sylhet,2013,3,36.2,19.7,16,60,3.8,2.4,7.6,41891,694533.2,752277.9,24.88,91.93,35,2013.03
19887,Sylhet,2013,4,36.2,21.9,229,69,3.9,4.8,6.4,41891,694533.2,752277.9,24.88,91.93,35,2013.04
19945,Sylhet,2013,5,36.4,22.7,959,84,3.3,7.1,4.2,41891,694533.2,752277.9,24.88,91.93,35,2013.05
20003,Sylhet,2013,6,39.6,25.8,729,81,2.9,6.3,4.2,41891,694533.2,752277.9,24.88,91.93,35,2013.06
20061,Sylhet,2013,7,35.5,25.8,567,84,3,7.3,3.7,41891,694533.2,752277.9,24.88,91.93,35,2013.07
20119,Sylhet,2013,8,35.3,25.6,520,85,3.3,7.2,3.9,41891,694533.2,752277.9,24.88,91.93,35,2013.08
20177,Sylhet,2013,9,36.6,25.3,347,84,3.4,6.2,4.4,41891,694533.2,752277.9,24.88,91.93,35,2013.09
20235,Sylhet,2013,10,35,23.1,451,81,2.5,5,5.5,41891,694533.2,752277.9,24.88,91.93,35,2013.1
20293,Sylhet,2013,11,32.5,17.4,0,74,2.4,0.8,9.2,41891,694533.2,752277.9,24.88,91.93,35,2013.11
20351,Sylhet,2013,12,30.7,14.6,0,76,2.2,2.5,5.7,41891,694533.2,752277.9,24.88,91.93,35,2013.12
20378,Tangail,2013,1,27.8,9.9,0,79,1.9,0.5,5.1,41909,491982.91,683166,24.15,89.55,10,2013.01
20405,Tangail,2013,2,32.2,14.2,13,73,2.4,1.3,7.2,41909,491982.91,683166,24.15,89.55,10,2013.02
20432,Tangail,2013,3,36.1,19.5,3,68,2.2,1.4,7.8,41909,491982.91,683166,24.15,89.55,10,2013.03
20459,Tangail,2013,4,37.5,22.9,60,68,2.4,3,6.4,41909,491982.91,683166,24.15,89.55,10,2013.04
20486,Tangail,2013,5,36.8,24.1,293,82,2.7,5.9,3.7,41909,491982.91,683166,24.15,89.55,10,2013.05
20513,Tangail,2013,6,37.2,26.3,213,80,2.1,4.9,4.9,41909,491982.91,683166,24.15,89.55,10,2013.06
20540,Tangail,2013,7,35.1,26.4,106,82,2.5,5.7,4.8,41909,491982.91,683166,24.15,89.55,10,2013.07
20567,Tangail,2013,8,36.2,26,238,85,2.3,6,3.8,41909,491982.91,683166,24.15,89.55,10,2013.08
20594,Tangail,2013,9,36.1,25.8,126,83,1.9,5.3,4.6,41909,491982.91,683166,24.15,89.55,10,2013.09
20621,Tangail,2013,10,35.4,23.3,128,84,1.7,4.3,4.8,41909,491982.91,683166,24.15,89.55,10,2013.1
20648,Tangail,2013,11,33,16.1,0,77,1.3,0.6,8.4,41909,491982.91,683166,24.15,89.55,10,2013.11
20675,Tangail,2013,12,30.3,13.3,2,82,1.7,0.8,4.7,41909,491982.91,683166,24.15,89.55,10,2013.12
20712,Teknaf,2013,1,29.5,14.1,0,65,2.1,0.3,8.5,41998,734765.4,308914.1,20.87,92.26,4,2013.01
20749,Teknaf,2013,2,33,16.5,0,63,3.7,1,8.6,41998,734765.4,308914.1,20.87,92.26,4,2013.02
20786,Teknaf,2013,3,34.1,20.6,0,75,4.1,0.7,9.5,41998,734765.4,308914.1,20.87,92.26,4,2013.03
20823,Teknaf,2013,4,33.1,24.2,34,77,4.4,1.7,9.1,41998,734765.4,308914.1,20.87,92.26,4,2013.04
20860,Teknaf,2013,5,34.2,24.8,753,85,3.7,5.5,3.9,41998,734765.4,308914.1,20.87,92.26,4,2013.05
20897,Teknaf,2013,6,33.2,25.8,821,87,3.5,6.2,4.6,41998,734765.4,308914.1,20.87,92.26,4,2013.06
20934,Teknaf,2013,7,32.2,25.3,1127,89,3.3,6.5,3.6,41998,734765.4,308914.1,20.87,92.26,4,2013.07
20971,Teknaf,2013,8,32.5,25.4,851,88,2.5,6.2,3.8,41998,734765.4,308914.1,20.87,92.26,4,2013.08
21008,Teknaf,2013,9,32.6,25.7,329,88,3,6.1,4.2,41998,734765.4,308914.1,20.87,92.26,4,2013.09
21045,Teknaf,2013,10,33.1,24.8,271,85,2.5,4.4,5.6,41998,734765.4,308914.1,20.87,92.26,4,2013.1
21082,Teknaf,2013,11,32.5,20,0,79,2.1,1.7,8.4,41998,734765.4,308914.1,20.87,92.26,4,2013.11
21119,Teknaf,2013,12,29.9,16.5,0,72,3,0.9,8.1,41998,734765.4,308914.1,20.87,92.26,4,2013.12
63,Barisal,2012,1,28.8,13,31,82,1.9,2,5.4,41950,536809.8,510151.9,22.7,90.36,4,2012.01
128,Barisal,2012,2,34.2,14.3,2,73,2.4,0.5,8.3,41950,536809.8,510151.9,22.7,90.36,4,2012.02
193,Barisal,2012,3,35.8,21.8,11,75,1.8,2.3,7.5,41950,536809.8,510151.9,22.7,90.36,4,2012.03
258,Barisal,2012,4,37.3,23.7,223,79,2.9,4.1,7.3,41950,536809.8,510151.9,22.7,90.36,4,2012.04
323,Barisal,2012,5,36.6,25.9,105,80,2.2,3.8,6.9,41950,536809.8,510151.9,22.7,90.36,4,2012.05
388,Barisal,2012,6,36.7,27.2,205,86,2.3,6.6,3.8,41950,536809.8,510151.9,22.7,90.36,4,2012.06
453,Barisal,2012,7,34.2,26.5,275,89,2.2,6.9,3.7,41950,536809.8,510151.9,22.7,90.36,4,2012.07
518,Barisal,2012,8,34.6,26.2,270,87,1.8,6.5,5.1,41950,536809.8,510151.9,22.7,90.36,4,2012.08
